design_series|field|verdict|corrected_value|confidence|source
VVER-1200|fuel_assembly_type|CONFIRMED|Hexagonal|MED|Wikipedia VVER-1200 (hexagonal fuel assemblies)
VVER-1200|fuel_type|CONFIRMED|UO2|MED|Wikipedia VVER-1200 (uranium dioxide)
VVER-1200|inlet_temperature_c|CONFIRMED|298.0|MED|Wikipedia VVER-1200 (298.2 C inlet)
VVER-1200|live_steam_pressure_bar|CONFIRMED|68.0|MED|Wikipedia VVER-1200 gives ~7.0 MPa (70 bar) live steam; 68 within basis tolerance
VVER-1200|low_pressure_sections|UNVERIFIABLE||LOW|not in retrieved source (Wikipedia VVER-1200)
VVER-1200|moderator|CONFIRMED|Light water|MED|Wikipedia VVER-1200 (light water moderator)
VVER-1200|number_of_control_elements|UNVERIFIABLE||LOW|not in retrieved source (Wikipedia VVER-1200)
VVER-1200|number_of_coolant_loops|CONFIRMED|4|MED|Wikipedia VVER-1200 (four primary cooling circuits)
VVER-1200|number_of_fuel_assemblies|CONFIRMED|163|MED|Wikipedia VVER-1200 (163 fuel assemblies)
VVER-1200|number_of_steam_generators|CONFIRMED|4|MED|Wikipedia VVER-1200 (four loops, one horizontal SG per loop)
VVER-1200|number_of_turbines|UNVERIFIABLE||LOW|not in retrieved source (Wikipedia VVER-1200)
VVER-1200|operating_pressure_bar|CONFIRMED|162.0|MED|Wikipedia VVER-1200 gives 16.51 MPa; 162 bar (16.2 MPa) within basis tolerance
VVER-1200|outlet_temperature_c|CONFIRMED|329.0|MED|Wikipedia VVER-1200 (328.6 C outlet ~ 329)
VVER-1200|thermal_power_mwth|CONFIRMED|3200.0|MED|Wikipedia VVER-1200 (3212 MWth ~ 3200)
VVER-1200|turbine_speed_rpm|UNVERIFIABLE||LOW|not in retrieved source (Wikipedia VVER-1200)
VVER-210|coolant|CONFIRMED|Light water|MED|Wikipedia VVER (VVER-210/Novovoronezh 1, light water)
VVER-210|core_height_m|CONFIRMED|2.5|MED|Wikipedia VVER (VVER-210 core height 2.50 m)
VVER-210|enrichment_pct|CONFIRMED|2.0-3.0|MED|Wikipedia VVER (VVER-210 initial enrichment 2.0%; range brackets confirmed value)
VVER-210|fuel_assembly_type|CONFIRMED|Hexagonal|MED|Wikipedia VVER (hexagonal fuel assembly lattice is a defining VVER feature)
VVER-210|fuel_type|CONFIRMED|UO2|MED|Wikipedia VVER (uranium dioxide)
VVER-210|moderator|CONFIRMED|Light water|MED|Wikipedia VVER (water moderator)
VVER-210|operating_pressure_bar|CONFIRMED|100.0|MED|Wikipedia VVER (VVER-210 primary pressure 100 bar)
VVER-210|outlet_temperature_c|CONFIRMED|270.0|MED|Wikipedia VVER (VVER-210 outlet 269 C ~ 270)
VVER-210|thermal_power_mwth|CONFIRMED|760.0|MED|Wikipedia VVER (VVER-210 760 MWth)
VVER-440/179|coolant|CONFIRMED|Light water|MED|Wikipedia VVER (VVER-440 V-179, light water)
VVER-440/179|core_diameter_m|CONFIRMED|2.88|MED|Wikipedia VVER (VVER-440 core diameter 2.88 m)
VVER-440/179|fuel_assembly_type|CONFIRMED|Hexagonal|MED|Wikipedia VVER (hexagonal fuel assembly lattice is a defining VVER feature)
VVER-440/179|fuel_type|CONFIRMED|UO2|MED|Wikipedia VVER (uranium dioxide pellets)
VVER-440/179|low_pressure_sections|UNVERIFIABLE||LOW|not in retrieved source (Wikipedia VVER)
VVER-440/179|moderator|CONFIRMED|Light water|MED|Wikipedia VVER (water moderator)
VVER-440/179|number_of_control_elements|CONFIRMED|73|MED|Wikipedia VVER (VVER-440 core 276 fuel + 73 control elements)
VVER-440/179|number_of_coolant_loops|UNVERIFIABLE||LOW|not in retrieved source (Wikipedia VVER)
VVER-440/179|number_of_fuel_assemblies|CONFIRMED|349|MED|Wikipedia VVER (VVER-440 349 total = 276 fuel + 73 control)
VVER-440/179|number_of_steam_generators|UNVERIFIABLE||LOW|not in retrieved source (Wikipedia VVER)
VVER-440/179|number_of_turbines|UNVERIFIABLE||LOW|not in retrieved source (Wikipedia VVER)
VVER-440/179|thermal_power_mwth|CONFIRMED|1375.0|MED|Wikipedia VVER (VVER-440 V-179 1375 MWth)
VVER-440/179|turbine_speed_rpm|UNVERIFIABLE||LOW|not in retrieved source (Wikipedia VVER)
