design_series|field|verdict|corrected_value|confidence|source
EL-4|thermal_power_mwth|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/Brennilis_Nuclear_Power_Plant (only 70 MWe given, thermal not stated)
HTR-PM|average_burnup_mwd_per_t|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/HTR-PM (burnup not stated in retrieved source)
HTR-PM|coolant|CONFIRMED||MED|en.wikipedia.org/wiki/HTR-PM (helium-cooled HTGR)
HTR-PM|core_diameter_m|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/HTR-PM (core diameter not stated)
HTR-PM|core_height_m|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/HTR-PM (core height not stated)
HTR-PM|enrichment_pct|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/HTR-PM (enrichment not stated)
HTR-PM|fuel_assembly_type|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/HTR-PM (pebble diameter not stated)
HTR-PM|fuel_type|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/HTR-PM (TRISO UO2 fuel detail not stated)
HTR-PM|inlet_temperature_c|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/HTR-PM (inlet temp not stated)
HTR-PM|low_pressure_sections|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/HTR-PM (turbine LP sections not stated)
HTR-PM|moderator|CONFIRMED||MED|en.wikipedia.org/wiki/HTR-PM (pebble-bed graphite moderator)
HTR-PM|number_of_coolant_loops|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/HTR-PM (loop count not stated)
HTR-PM|number_of_steam_generators|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/HTR-PM (SG count not stated)
HTR-PM|number_of_turbines|CONFIRMED||MED|en.wikipedia.org/wiki/HTR-PM (two reactors drive a single steam turbine)
HTR-PM|operating_pressure_bar|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/HTR-PM (source gives 8.9 MPa cold-test, not 7 MPa operating)
HTR-PM|outlet_temperature_c|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/HTR-PM (outlet temp not stated)
HTR-PM|thermal_power_mwth|CONFIRMED||MED|en.wikipedia.org/wiki/HTR-PM (250 MWt per reactor)
HTR-PM|turbine_speed_rpm|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/HTR-PM (rpm not stated)
HWGCR|coolant|CONFIRMED||MED|en.wikipedia.org/wiki/Brennilis_Nuclear_Power_Plant (HWGCR = heavy water, CO2 gas-cooled)
HWGCR|moderator|CONFIRMED||MED|en.wikipedia.org/wiki/Brennilis_Nuclear_Power_Plant (heavy water moderator)
Phenix|average_burnup_mwd_per_t|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/Ph%C3%A9nix (burnup not stated)
Phenix|coolant|CONFIRMED||MED|en.wikipedia.org/wiki/Ph%C3%A9nix (liquid sodium coolant)
Phenix|core_diameter_m|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/Ph%C3%A9nix (core diameter not stated)
Phenix|core_height_m|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/Ph%C3%A9nix (core height not stated)
Phenix|fuel_assembly_type|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/Ph%C3%A9nix (assembly geometry not stated)
Phenix|fuel_type|CONFIRMED||MED|en.wikipedia.org/wiki/Ph%C3%A9nix (plutonium oxide fast-reactor fuel = MOX)
Phenix|inlet_temperature_c|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/Ph%C3%A9nix (inlet temp not stated)
Phenix|low_pressure_sections|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/Ph%C3%A9nix (LP sections not stated)
Phenix|number_of_control_elements|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/Ph%C3%A9nix (control rod count not stated)
Phenix|number_of_coolant_loops|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/Ph%C3%A9nix (loop count not stated)
Phenix|number_of_fuel_assemblies|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/Ph%C3%A9nix (assembly count not stated)
Phenix|number_of_steam_generators|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/Ph%C3%A9nix (SG count not stated)
Phenix|number_of_turbines|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/Ph%C3%A9nix (turbine count not stated)
Phenix|outlet_temperature_c|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/Ph%C3%A9nix (outlet temp not stated)
Phenix|thermal_power_mwth|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/Ph%C3%A9nix (source states 590 MWt vs DB 563; conflict unresolved without PRIS)
Phenix|turbine_speed_rpm|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/Ph%C3%A9nix (rpm not stated)
THTR-300|coolant|CONFIRMED||MED|en.wikipedia.org/wiki/THTR-300 (helium coolant)
THTR-300|core_diameter_m|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/THTR-300 (core diameter not stated)
THTR-300|core_height_m|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/THTR-300 (core height not stated)
THTR-300|enrichment_pct|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/THTR-300 (enrichment not stated)
THTR-300|fuel_assembly_type|CONFIRMED||MED|en.wikipedia.org/wiki/THTR-300 (6 cm diameter spherical pebbles)
THTR-300|fuel_type|CONFIRMED||MED|en.wikipedia.org/wiki/THTR-300 (U-235 + Th-232 pebbles in graphite matrix)
THTR-300|inlet_temperature_c|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/THTR-300 (inlet temp not stated)
THTR-300|moderator|CONFIRMED||MED|en.wikipedia.org/wiki/THTR-300 (graphite moderator)
THTR-300|number_of_coolant_loops|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/THTR-300 (loop count not stated)
THTR-300|number_of_steam_generators|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/THTR-300 (SG count not stated)
THTR-300|outlet_temperature_c|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/THTR-300 (outlet temp not stated)
THTR-300|thermal_power_mwth|CONFIRMED||MED|en.wikipedia.org/wiki/THTR-300 (core thermal output 750 MWt)
UNGG|coolant|CONFIRMED||MED|en.wikipedia.org/wiki/Magnox (UNGG reactors CO2-cooled)
UNGG|enrichment_pct|CONFIRMED||MED|en.wikipedia.org/wiki/Magnox (UNGG uses natural uranium, unenriched)
UNGG|fuel_type|CONFIRMED||MED|en.wikipedia.org/wiki/Magnox (UNGG natural uranium metal fuel)
UNGG|low_pressure_sections|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/Magnox (turbine LP sections not stated)
UNGG|moderator|CONFIRMED||MED|en.wikipedia.org/wiki/Magnox (UNGG graphite-moderated)
UNGG|outlet_temperature_c|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/Magnox (only Magnox 360C given; UNGG outlet not stated)
VVER-1000/302|coolant|CONFIRMED||MED|en.wikipedia.org/wiki/VVER (VVER-1000 light-water coolant)
VVER-1000/302|fuel_assembly_type|CONFIRMED||MED|en.wikipedia.org/wiki/VVER (hexagonal assemblies)
VVER-1000/302|live_steam_pressure_bar|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/VVER (secondary steam pressure not stated)
VVER-1000/302|moderator|CONFIRMED||MED|en.wikipedia.org/wiki/VVER (light-water moderator)
VVER-1000/302|number_of_control_elements|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/VVER (V-302 early small-series may differ from standard 61; not in source)
VVER-1000/302|number_of_coolant_loops|CONFIRMED||MED|en.wikipedia.org/wiki/VVER (four-loop primary circuit)
VVER-1000/302|number_of_fuel_assemblies|CONFIRMED||MED|en.wikipedia.org/wiki/VVER (163 hexagonal assemblies)
VVER-1000/302|number_of_steam_generators|CONFIRMED||MED|en.wikipedia.org/wiki/VVER (four horizontal steam generators)
VVER-1000/302|number_of_turbines|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/VVER (turbine count not stated)
VVER-1000/302|operating_pressure_bar|CONFIRMED||MED|en.wikipedia.org/wiki/VVER (primary ~15.7-16 MPa; DB 157 bar = 15.7 MPa nominal)
VVER-1000/302|thermal_power_mwth|CONFIRMED||MED|en.wikipedia.org/wiki/VVER (3000 MWt)
VVER-1000/446|average_burnup_mwd_per_t|CONFIRMED||MED|en.wikipedia.org/wiki/VVER (avg burnup ~48.4 MWd/kg; DB 45 within documented range)
VVER-1000/446|coolant|CONFIRMED||MED|en.wikipedia.org/wiki/VVER (light-water coolant)
VVER-1000/446|core_height_m|CONFIRMED||MED|en.wikipedia.org/wiki/VVER (active core height 3.50 m; DB 3.53 rounding)
VVER-1000/446|enrichment_pct|CONFIRMED||MED|en.wikipedia.org/wiki/VVER (~4.26% avg; DB 3.6-4.4 zone range consistent)
VVER-1000/446|fuel_assembly_type|CONFIRMED||MED|en.wikipedia.org/wiki/VVER (hexagonal assemblies)
VVER-1000/446|fuel_type|CONFIRMED||MED|en.wikipedia.org/wiki/VVER (low-enriched UO2)
VVER-1000/446|inlet_temperature_c|CONFIRMED||MED|en.wikipedia.org/wiki/VVER (coolant inlet 289C)
VVER-1000/446|live_steam_pressure_bar|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/VVER (secondary steam pressure not stated)
VVER-1000/446|low_pressure_sections|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/VVER (turbine LP sections not stated)
VVER-1000/446|moderator|CONFIRMED||MED|en.wikipedia.org/wiki/VVER (light-water moderator)
VVER-1000/446|number_of_control_elements|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/VVER (control rod count not stated in source)
VVER-1000/446|number_of_coolant_loops|CONFIRMED||MED|en.wikipedia.org/wiki/VVER (four-loop primary circuit)
VVER-1000/446|number_of_fuel_assemblies|CONFIRMED||MED|en.wikipedia.org/wiki/VVER (163 hexagonal assemblies)
VVER-1000/446|number_of_steam_generators|CONFIRMED||MED|en.wikipedia.org/wiki/VVER (four horizontal steam generators)
VVER-1000/446|number_of_turbines|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/VVER (turbine count not stated)
VVER-1000/446|operating_pressure_bar|CONFIRMED||MED|en.wikipedia.org/wiki/VVER (primary ~15.7-16 MPa; DB 157 bar = 15.7 MPa nominal)
VVER-1000/446|outlet_temperature_c|CONFIRMED||MED|en.wikipedia.org/wiki/VVER (coolant outlet 319C; DB 320 rounding)
VVER-1000/446|thermal_power_mwth|CONFIRMED||MED|en.wikipedia.org/wiki/VVER (3000 MWt)
VVER-1000/446|turbine_speed_rpm|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/VVER (rpm not stated)
